Name,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Bondon Fretson,10/25/2003,390-74-5165,34307,21,Private,518530,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Juan Spriddle,4/1/2004,847-24-1643,80135,25,Private,193787,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,<=50K
Aymer Stalley,2/26/1959,251-02-1774,81886,34,Self-emp-inc,157466,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
Carola Faill,10/4/2009,614-25-0915,94171,48,Private,141511,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
Conny Bainbrigge,9/2/1967,739-60-9717,57767,61,,158712,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,99,United-States,<=50K
Helge Allsepp,10/17/1965,708-87-5052,9852,21,Private,252253,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
Leelah Kopacek,4/5/1979,177-81-8693,52547,20,Private,200450,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,52,United-States,<=50K
Helenelizabeth Rudsdell,11/30/1953,672-24-2021,847,30,State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
Margi Pieterick,7/20/1967,296-94-3575,54731,44,Private,277647,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
Gregory Hinkley,5/4/1990,238-21-6117,2980,44,Private,291566,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
Bettine Arkin,2/16/1961,126-44-9040,71947,29,Private,151382,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
Eimile Union,11/27/1969,434-49-7653,85558,31,Private,221167,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
Washington Grundy,9/17/2011,332-95-2854,51024,35,Private,196178,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Nessa Blything,5/6/2010,815-60-8576,18861,27,Private,302422,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
Car Bishopp,10/3/1981,414-33-8453,16679,26,Private,37379,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
Rivi Littlekit,2/6/1988,788-30-8286,74545,37,Self-emp-not-inc,82540,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
Mable Diffley,9/14/2005,696-62-3978,73423,33,Self-emp-not-inc,182926,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,,<=50K
Nerty Girton,2/6/1986,706-23-8643,32480,44,Private,159911,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,55,United-States,<=50K
Myrna Hartnell,5/31/2007,865-75-5906,45885,34,Private,212781,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Karim Abercromby,4/16/2006,498-02-4901,70830,28,Local-gov,207213,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
Corinne Masserel,2/20/1973,817-23-6370,9141,30,Private,200192,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
Kerrill Garnam,2/8/1951,598-39-6246,73150,41,Local-gov,180096,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
Celine Leeke,3/29/1991,564-29-9638,29627,23,Private,192812,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
Kelsi O'Sheerin,3/5/1967,508-40-0196,10318,19,Private,105908,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,70,United-States,<=50K
Hervey Wiggington,3/29/2007,219-27-6468,50401,48,Private,373366,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781,0,50,Mexico,<=50K
Novelia Dimbleby,10/10/1986,328-27-2664,64137,26,State-gov,234190,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
Riccardo Gueinn,10/3/1950,390-90-4944,89019,32,Private,260868,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
Alec Januszewski,7/28/1956,234-59-6329,77755,26,Private,109097,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K
Mabelle Sorrell,8/14/1972,188-95-1042,47797,36,Private,171393,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,55,United-States,>50K
Evvy Kirke,6/5/2002,676-37-4475,82378,49,Private,209146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Rozella Paice,3/6/1983,729-21-4521,85374,33,,289046,HS-grad,9,Divorced,,Not-in-family,Black,Male,0,1741,40,United-States,<=50K
Elaina Jakubovits,8/10/2008,406-42-6276,86732,54,Private,172281,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
Hannah LAbbet,1/5/1998,407-62-5470,79260,36,Private,73023,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
Gertrude Dingwall,9/11/2006,384-84-6299,33313,41,Private,122626,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,48,United-States,<=50K
Hal Dubery,6/13/1999,766-54-3411,24145,27,Private,113635,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
Sammie Hoolaghan,7/13/1955,789-01-2676,17949,68,,257269,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,2377,35,United-States,>50K
Karlik Blackader,1/30/1985,325-82-7350,39464,21,,191806,Some-college,10,Never-married,,Own-child,White,Male,0,0,75,United-States,<=50K
Rhonda Hrycek,8/27/1994,467-03-4572,39948,56,,35723,HS-grad,9,Divorced,,Own-child,White,Male,0,0,40,United-States,<=50K
Shepard Mussilli,6/19/1990,503-07-9190,20422,40,Self-emp-not-inc,30759,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
Georgeanne Spiring,3/10/2008,345-88-3139,9212,46,Private,105327,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Saleem Vasilischev,10/5/1991,244-82-9832,29965,55,,376058,9th,5,Never-married,,Own-child,White,Female,0,0,45,United-States,<=50K
Emmi Hamshaw,10/29/1966,334-96-7646,93134,43,Private,219307,9th,5,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Blaire Leah,9/3/2000,533-93-3162,79754,46,Private,208067,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
Kimberley Raitt,12/11/2007,527-54-9445,14203,51,Self-emp-not-inc,78631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
Antonius Loyndon,9/24/2002,189-98-9701,52347,19,Private,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
Garwin Deyenhardt,7/21/1972,152-52-0228,94645,67,Local-gov,190661,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,7896,0,50,United-States,>50K
Nickie Budgett,5/21/1995,745-27-4339,76500,31,Private,594187,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Evin Kleiner,3/24/1960,714-94-1858,5250,27,Private,228476,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Ginevra Constable,4/15/1994,830-61-7068,82782,21,Private,126613,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
Roseline Dauber,2/23/1963,732-06-4037,5073,36,Private,30267,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
Britta Hrishanok,11/30/1998,641-46-6123,46458,23,Private,216811,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,16,United-States,<=50K
Lamar Goldstraw,11/8/2002,833-06-8198,23571,62,Local-gov,115763,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
Gonzales Spinige,12/26/1986,787-40-5946,43228,31,Local-gov,199368,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
Winny Layman,7/4/2000,499-18-9045,95684,52,Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
Mozelle Doorly,6/22/1999,163-98-4549,22599,39,Self-emp-not-inc,188335,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Lanna Adamov,5/18/1973,113-66-6002,32190,24,Private,417668,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
Godfry Scurrey,3/28/2001,640-30-3095,28671,55,,141807,HS-grad,9,Never-married,,Not-in-family,White,Male,13550,0,40,United-States,>50K
Charity Ollerenshaw,7/16/1974,697-65-9075,83013,38,Private,296317,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
Anna-diane Mackerel,6/17/1951,682-46-1536,48767,36,Private,164898,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Allx Isselee,5/4/1974,668-51-9449,24828,17,Private,452406,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
Haley Yakubov,4/27/1998,101-09-8021,51988,27,Private,42696,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Roxanne Lavies,1/19/2012,520-84-6529,27824,30,Private,262994,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Gay Moret,1/31/1970,757-15-0064,22601,43,State-gov,167298,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
Michell Lampart,7/12/2004,151-18-3008,46439,51,Private,103529,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
Aurea Lapre,12/8/2000,717-96-5439,99176,47,Private,97883,Bachelors,13,Widowed,Priv-house-serv,Unmarried,White,Female,25236,0,35,United-States,>50K
Abie Fealty,2/2/1989,406-47-3594,41382,49,State-gov,269417,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,>50K
Dode Bielby,7/13/1987,576-49-4458,86005,34,Private,199539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
Ilene Bleesing,9/20/1958,565-25-0981,73580,19,,39460,HS-grad,9,Never-married,,Own-child,White,Male,0,0,60,United-States,<=50K
Edward Farrey,1/17/1981,499-68-1050,37587,79,Federal-gov,62176,Doctorate,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K
Boyd Aggott,8/3/1980,849-59-8244,52941,28,State-gov,239130,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
Wilt Bodega,1/20/2002,113-04-2104,95068,41,Self-emp-inc,151089,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
Karl Lynthal,1/12/1963,282-70-5413,32080,21,Private,331611,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
Katheryn Hessle,9/15/2005,450-83-8298,70342,31,Self-emp-not-inc,203463,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
Meggy Stannard,12/2/2010,888-15-8943,75540,45,Private,151518,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
Sandi Dumbrall,6/3/2008,195-09-2687,14075,23,Self-emp-inc,39844,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
Roselle Dee,9/5/2008,892-20-0574,64994,32,Private,299635,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K
Cristionna Duffell,6/2/1980,487-57-5419,83410,67,Private,123393,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Bernette Scole,8/13/1964,380-15-5888,41768,32,Private,209538,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
Caresa Affuso,4/17/1979,660-08-5693,5957,35,Self-emp-not-inc,238802,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
Floyd Tubritt,4/9/1968,657-55-8908,59363,29,Private,499197,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
Sylvester Dahlman,6/20/1966,237-81-1601,10743,38,Private,200220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Fair Timmons,10/1/1999,460-85-3364,8229,38,Private,114059,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
Lou Kynston,12/17/1991,288-02-4259,28289,18,Private,434430,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
Sullivan Algeo,5/28/1972,527-16-8040,81358,47,Private,185385,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,24,United-States,<=50K
Emanuele Brabbins,10/5/1980,351-31-4443,22420,22,Private,225156,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Anstice Stud,9/29/1954,187-15-1894,49820,21,Private,377931,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,48,United-States,<=50K
Christopher Caughte,4/17/1957,415-54-7820,87387,27,,133359,Bachelors,13,Married-spouse-absent,,Not-in-family,White,Male,0,0,50,,<=50K
Odetta Vettore,2/8/1954,117-37-1452,54532,28,Private,226891,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,30,,<=50K
Cathrine Boutton,9/24/1976,132-79-8012,79211,32,Private,201988,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,,<=50K
Carmen Georgeou,5/11/2012,444-99-7923,72466,40,Private,287008,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,Germany,>50K
Jacquelin Ambrosch,7/12/1983,682-16-4193,9205,23,Private,151910,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,1719,40,United-States,<=50K
Jonie Colledge,3/21/1958,551-15-2630,62517,25,Private,231714,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Lela Barbary,5/17/1964,256-25-8442,78778,44,Self-emp-inc,178510,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,2258,60,United-States,<=50K
Pen Tinan,4/1/1985,580-67-8646,84856,43,Private,178866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K
Granville Ollenbuttel,8/26/1951,374-60-7312,84002,31,Private,110643,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
Annetta Rosenfelt,3/30/1966,788-19-2123,87406,33,Private,148261,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Maighdiln Christofle,10/28/1954,559-68-3836,5781,41,Private,217902,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Garrick Hathorn,7/28/1978,624-22-5524,47760,29,Self-emp-not-inc,77207,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
Kriste Wycherley,1/10/1983,775-24-2001,78250,32,,377017,Assoc-acdm,12,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
Gaelan Widdall,12/17/1978,758-92-7598,50878,78,Private,184759,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1797,0,15,United-States,<=50K
Greggory Birdfield,10/23/2001,303-26-6678,11295,64,Self-emp-inc,80333,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Sayre Taft,11/18/1957,857-78-4515,83790,58,Private,265086,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Melessa Saltrese,9/15/1964,247-10-5489,74819,55,,102058,12th,8,Widowed,,Not-in-family,White,Male,0,0,30,United-States,<=50K
Gretta Anthiftle,6/14/1977,641-26-4894,98431,20,Private,333843,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Portie Keats,11/5/1960,763-53-3846,32751,35,Private,296478,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Keary Gooder,3/19/1982,248-31-1828,89331,27,Local-gov,116662,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Axel Muzzollo,12/7/1995,467-52-2992,18607,37,Self-emp-not-inc,353298,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,50,United-States,>50K
Burk Kenset,8/8/1972,785-02-5433,8410,42,Private,142424,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Kelsey Scutt,5/19/1992,788-84-6478,22232,47,Local-gov,200808,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,Puerto-Rico,<=50K
Vivie Wimlet,3/25/1993,511-12-5926,52668,29,Private,119052,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Magdalena Holliar,10/16/1972,792-76-8979,90058,33,Private,168981,1st-4th,2,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
Merle Garie,4/1/2004,242-65-9091,38681,44,Private,151780,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Garold Dally,12/25/1964,888-80-8597,23637,70,Private,237065,5th-6th,3,Widowed,Other-service,Other-relative,White,Female,2346,0,40,,<=50K
Tammy MacConchie,9/1/1966,261-91-0319,67863,25,Private,509866,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,78,United-States,<=50K
Hannah Milward,8/3/1978,525-53-1655,86822,24,State-gov,249385,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,10,United-States,<=50K
Alvinia Marshall,3/12/1998,219-90-2101,43838,42,State-gov,109462,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,<=50K
Winne Aymerich,3/25/1993,317-92-3888,89527,53,Private,250034,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,>50K
Alfy Mattisssen,6/25/1983,488-45-3464,62479,39,Private,249720,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K
Abbey Boumphrey,10/27/1953,205-43-4898,97814,72,Self-emp-not-inc,258761,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Hermione Gonzalo,12/10/1999,637-37-8952,7450,43,Self-emp-inc,64048,9th,5,Never-married,Sales,Own-child,White,Female,0,0,44,Portugal,<=50K
Xymenes Finlason,8/8/1952,214-23-1563,40623,25,State-gov,153534,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
Charlton Stigell,1/2/1997,351-35-9190,31455,37,Private,193815,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
Deerdre Pilipets,12/27/1994,107-99-2140,54684,27,Private,255582,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
Parnell Ipwell,9/15/1952,245-49-5381,46651,39,Private,204527,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Austin Burghill,7/17/1966,655-65-8940,69734,64,Self-emp-not-inc,159938,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24,Italy,<=50K
Patti Spellward,7/28/1958,258-59-3383,98819,29,Self-emp-not-inc,229341,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
Efrem Lammers,12/19/1973,816-86-7215,7876,50,Private,128143,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Cherie Pringuer,4/26/2012,325-09-8166,93068,33,Private,175479,5th-6th,3,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
Manny Gallahar,9/1/1962,871-42-3609,62380,18,Private,301814,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
Anatollo Aldritt,8/16/1967,648-96-2079,69753,20,Private,238917,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,32,Mexico,<=50K
